"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"uc.265+",-0.0330927287491729,7.54476769879856,-0.187358647962342,0.852261956297679,0.922643610247398,-6.50319605735764,"Not Significant"
"hsa-mir-556-P",-0.0382507208484455,10.8970725936029,-0.187330717235476,0.852283718270875,0.922643610247398,-6.50320129372488,"Not Significant"
"Hcd427 left.1",-0.0229533763960665,6.75675840337905,-0.187227530235348,0.852364116498085,0.922643610247398,-6.50322063214972,"Not Significant"
"hsa-mir-101-1/2-P",-0.0186813341776926,7.03100186719954,-0.186992212790161,0.852547470198176,0.922736064942167,-6.50326469354243,"Not Significant"
"hsa-mir-140-A",-0.0225287760365926,6.80156360819457,-0.186612072477953,0.852843683819855,0.922736064942167,-6.50333575504118,"Not Significant"
"Hcd937 left.1",-0.0289487700418416,8.22739244416569,-0.186590887580818,0.852860192186166,0.922736064942167,-6.50333971099125,"Not Significant"
"Hcd855 left",0.0200059890306941,6.82995029430368,0.186580021252312,0.852868659816609,0.922736064942167,-6.50334173993512,"Not Significant"
"uc.77+",-0.0234004364386617,11.6319123131911,-0.186539696155798,0.852900083464611,0.922736064942167,-6.50334926834292,"Not Significant"
"mmu-mir-124a-3-P",-0.0306114100613666,8.09104716188065,-0.186217918099383,0.853150840195597,0.922747344229175,-6.5034092838065,"Not Significant"
"Randomer 34",-0.0220492044085852,7.42231197881556,-0.185990806845389,0.853327833781519,0.922747344229175,-6.50345158050575,"Not Significant"
"blank.299",0.0218764909221534,6.73855752968018,0.185826933611169,0.853455549116097,0.922747344229175,-6.50348206788939,"Not Significant"
"Hcd839 left",0.023612016573443,8.13987493199745,0.185785945350238,0.853487494121559,0.922747344229175,-6.50348968925271,"Not Significant"
"uc.293+A.1",-0.0204943786988805,7.55428261154079,-0.185735760678861,0.853526606868656,0.922747344229175,-6.50349901831232,"Not Significant"
"uc.431+",-0.0258992743015902,6.86610414332394,-0.185734455519097,0.85352762408431,0.922747344229175,-6.50349926090091,"Not Significant"
"uc.266+",-0.0213150503521673,7.60321983381882,-0.185716916834481,0.853541293411987,0.922747344229175,-6.50350252063152,"Not Significant"
"blank.13",-0.0191921097250276,6.55048907237596,-0.185492639501118,0.853716095045553,0.922838890875801,-6.5035441776057,"Not Significant"
"Blank.579",0.0213033702249898,6.69386260027818,0.185323336964298,0.853848054277664,0.922884111864395,-6.50357559034759,"Not Significant"
"uc.339+A.1",-0.0251830890345852,7.42728154606556,-0.185197341638923,0.85394626138019,0.9228928460721,-6.50359894919399,"Not Significant"
"uc.74+A",-0.025202882514229,7.47367251357987,-0.18487019919464,0.854201263614422,0.923071015134201,-6.50365952556634,"Not Significant"
"blank.66",0.0170360413863673,6.66033404607844,0.184561240496087,0.854442106392902,0.923181553881185,-6.50371663671126,"Not Significant"
"Blank.925",0.0231997155980848,6.57845075973393,0.184507674662146,0.854483864031823,0.923181553881185,-6.5037265286773,"Not Significant"
"uc.188+A.1",-0.0226226193764028,9.28167685916689,-0.184331330278208,0.854621337571042,0.923232671877569,-6.5037590738208,"Not Significant"
"Blank.1220",-0.0238676182674702,6.62471377223082,-0.184132658614247,0.854776222356034,0.923302586173607,-6.5037957023439,"Not Significant"
"Hcd673 left.1",0.0316395775350209,8.38416123666493,0.183813535738555,0.855025023245815,0.923473920265494,-6.50385445556281,"Not Significant"
"Blank.157",-0.0161790520749845,6.52839351163708,-0.183501168272944,0.855268571801828,0.923551325728179,-6.50391186651092,"Not Significant"
"Hcd280 right.1",0.0377307754787299,9.29090288249233,0.183490265949547,0.85527707244925,0.923551325728179,-6.50391386852077,"Not Significant"
"Hcd180 left.1",-0.0215295108413134,7.1748744012406,-0.183266813303256,0.855451304476342,0.923642066410559,-6.50395487530142,"Not Significant"
"uc.374+A.1",-0.0222005436395678,7.63616892991158,-0.182858963663556,0.85576933459395,0.923888032286984,-6.50402959295935,"Not Significant"
"Blank.669",-0.0248977722707986,6.62392372027255,-0.182732233343929,0.855868160410692,0.923897318427734,-6.5040527759858,"Not Significant"
"uc.98+.1",0.0200078669975294,7.08090348389122,0.182401046655712,0.856126434789864,0.924042168156798,-6.50411328485328,"Not Significant"
"uc.399+.1",-0.0207877553635276,7.43411433095462,-0.182328744468321,0.856182821432784,0.924042168156798,-6.50412648011985,"Not Significant"
"Blank.557",-0.0212271749610213,6.61244703252865,-0.182177534576505,0.856300748650499,0.9240720482855,-6.50415405928599,"Not Significant"
"HPR232 right",-0.0182964507472443,7.44297516743218,-0.182031649997666,0.856414525853409,0.924097444124227,-6.50418064551568,"Not Significant"
"Blank.257",-0.0201844915139642,6.59951422607953,-0.181271974680101,0.857007055987969,0.924505827694402,-6.50431874622793,"Not Significant"
"Blank.540",0.0189450943024818,6.57608715711602,0.181222534139573,0.857045621423857,0.924505827694402,-6.50432771399523,"Not Significant"
"uc.272+",-0.0264661122735994,7.20775349209346,-0.181199165639685,0.857063849834273,0.924505827694402,-6.50433195183812,"Not Significant"
"mmu-mir-101b-P",-0.0309392390342769,12.0815264524705,-0.18092257353841,0.857279609271285,0.924601067017384,-6.50438206995634,"Not Significant"
"Blank.935",-0.0211515722271374,6.58607085570736,-0.1808544807549,0.857332727668951,0.924601067017384,-6.50439439655157,"Not Significant"
"blank.209",0.0186053354221336,6.72614685741787,0.180273641368772,0.857785860959785,0.924762888907199,-6.50449935553265,"Not Significant"
"uc.375+A",-0.0194829674868124,6.72356109907205,-0.180272767628357,0.857786542632084,0.924762888907199,-6.50449951316558,"Not Significant"
"uc.216+A",0.0217416530818619,6.82113104812389,0.180215471291678,0.857831244163862,0.924762888907199,-6.50450984842511,"Not Significant"
"hsa-mir-617-P.1",0.022947486745335,7.08202130728621,0.180199106330431,0.857844011887645,0.924762888907199,-6.50451279977635,"Not Significant"
"uc.317+",-0.0162763888884445,9.04361068903383,-0.180056345013397,0.857955393989358,0.924785603626423,-6.50453853482366,"Not Significant"
"Blank.1019",0.0231602349843731,6.67709620003495,0.179800595195077,0.858154936818469,0.924859437369557,-6.50458458696417,"Not Significant"
"uc.454+A",-0.0219683252753633,8.72890994805013,-0.179737036197337,0.858204528699759,0.924859437369557,-6.50459602171197,"Not Significant"
"uc.438+",-0.017583409995507,7.01787462361309,-0.179450830389292,0.858427847835849,0.925002753008428,-6.50464746230257,"Not Significant"
"Hcd511 left.1",0.0226605773283222,7.20978755374087,0.179052769930696,0.858738463815489,0.92517379277772,-6.50471887076355,"Not Significant"
"Hcd107 left",0.0202735909223426,7.26842206313743,0.178945822016887,0.858821921659411,0.92517379277772,-6.50473802927146,"Not Significant"
"HPR248 right",0.0242707016895434,6.79478084750644,0.178853134924789,0.858894252253604,0.92517379277772,-6.50475462386971,"Not Significant"
"mmu-miR-297b-A.1",-0.0204400329764836,7.79872324938566,-0.178784295642261,0.858947973431424,0.92517379277772,-6.50476694322598,"Not Significant"
"Hcd459 right",0.0190384363725959,6.98188197271424,0.178120117940713,0.859466322769361,0.925634743916518,-6.50488556004508,"Not Significant"
"uc.244+A",0.0301624058395102,7.82302690894769,0.177921955948861,0.859620988020481,0.925676950150946,-6.50492086481069,"Not Significant"
"HPR262 right",0.0183907492379412,6.97978393630875,0.177725806587206,0.859774087907028,0.925676950150946,-6.50495577235963,"Not Significant"
"blank.236",0.0244716890642005,6.84025533921813,0.177722451954063,0.859776706336489,0.925676950150946,-6.50495636902958,"Not Significant"
"hsa-mir-515-1-3p-A.1",0.0214748641003917,7.79088022370059,0.177119854659229,0.860247084236036,0.926086011625001,-6.50506336721753,"Not Significant"
"Blank.919",0.0210828081884973,6.5863710714344,0.176714087990531,0.860563848201961,0.926329633721022,-6.50513521139171,"Not Significant"
"Hcd854 right.1",0.023963175787971,7.73505052191764,0.176362459271422,0.8608383678685,0.926459439732225,-6.50519733694753,"Not Significant"
"mmu-mir-203-P.1",0.0177577758823704,7.37511431428855,0.176306660149144,0.860881932340556,0.926459439732225,-6.5052071841444,"Not Significant"
"mmu-mir-10a-2-P.1",0.016345981470816,6.61347082121386,0.176163121714625,0.860994000204831,0.926459439732225,-6.50523250091332,"Not Significant"
"uc.229+A",0.0160857474705942,9.79261336806372,0.176096089493826,0.861046336712069,0.926459439732225,-6.50524431675143,"Not Significant"
"mmu-miR-302c*-5p-A.1",0.0189359313370883,6.98040163214773,0.17595125133123,0.861159423642996,0.926483767399062,-6.50526983218929,"Not Significant"
"Blank.612",0.021140284885691,6.59112541280561,0.175461389095203,0.861541920748197,0.926797906131057,-6.50535597349329,"Not Significant"
"mmu-mir-324-5p-A",-0.0183418299588496,8.69968844775054,-0.175318396675174,0.861653579271709,0.926802867636454,-6.50538107321026,"Not Significant"
"mmu-miR-671-P.1",-0.0209421891973118,8.6731746030677,-0.175223671267883,0.861727549098308,0.926802867636454,-6.50539768927995,"Not Significant"
"Hcd686 right",-0.0216065595995723,7.48474080954383,-0.174779721736517,0.86207424017682,0.927078367928023,-6.50547544431283,"Not Significant"
"blank.77",-0.0222160383688319,6.69818464051202,-0.174611877125551,0.862205321320376,0.927121966850851,-6.50550478995497,"Not Significant"
"hsa-mir-802-A",0.0179002747254593,6.99695543644949,0.173924784753319,0.862741958875115,0.927533157253093,-6.50562462639272,"Not Significant"
"Blank.484",0.0195120473639276,6.61655877715459,0.173870322336288,0.862784498290689,0.927533157253093,-6.5056341050541,"Not Significant"
"Blank.822",0.0219382989197427,6.67566382470824,0.173774353348397,0.862859458593063,0.927533157253093,-6.50565080032217,"Not Significant"
"Blank.702",0.0212469676558902,6.64360848017136,0.173434875760269,0.863124630991987,0.927662648820419,-6.50570978375553,"Not Significant"
"uc.471+",0.0176005368663725,7.04320301723051,0.173388182455799,0.863161105269625,0.927662648820419,-6.50571788759716,"Not Significant"
"uc.155+A",-0.017896000703451,6.83056299178224,-0.172920881303485,0.863526152211765,0.927957581975912,-6.50579886987738,"Not Significant"
"uc.209+.1",-0.0190492664134005,6.79018850141044,-0.17257239409875,0.863798403554765,0.928102437900097,-6.50585911989568,"Not Significant"
"hsa_mir_490_Hcd20 left.1",0.024579047942189,6.78303068135807,0.172516309815947,0.86384222027596,0.928102437900097,-6.50586880497947,"Not Significant"
"Blank.294",0.019126223279704,6.52696252063496,0.172354814549208,0.86396839339438,0.92814061564818,-6.50589667571865,"Not Significant"
"Blank.138",-0.0167061060581721,6.60835128564649,-0.171921466023399,0.864306977928127,0.928247400614935,-6.50597133388846,"Not Significant"
"Blank.1550",-0.0210219410606634,6.56234140138394,-0.171798526248954,0.864403038120874,0.928247400614935,-6.50599248002864,"Not Significant"
"uc.260+A",0.0253394757023964,7.57166758615246,0.171761632551351,0.864431865776401,0.928247400614935,-6.50599882294761,"Not Significant"
"uc.279+",0.0224950264878281,6.80515885498947,0.171710251282306,0.864472013907472,0.928247400614935,-6.50600765436397,"Not Significant"
"uc.115+A.1",0.0210934021342624,7.34493818771123,0.171647507437319,0.864521040982875,0.928247400614935,-6.50601843520242,"Not Significant"
"mmu-miR-547-P.1",0.0173027355122377,7.24514350566868,0.171261310513501,0.864822821201524,0.928474070990104,-6.50608470609222,"Not Significant"
"hsa-mir-644-P.1",-0.0386200635026501,9.48511128457051,-0.171022040782783,0.865009800494024,0.92857745644814,-6.5061256896806,"Not Significant"
"mmu-mir-9*-2-3p-A.1",-0.0380104454181289,8.97122018556586,-0.170799243178118,0.86518391454366,0.928646893185443,-6.50616380037648,"Not Significant"
"Hcd449 right.1",0.0154391710218533,6.84090661035529,0.170707183595485,0.865255860144757,0.928646893185443,-6.50617953316476,"Not Significant"
"uc.465+A.1",0.0272577951853066,12.1188801240201,0.170270963121894,0.865596787069025,0.928747569282393,-6.50625396716104,"Not Significant"
"uc.192+A.1",0.0245403731673921,8.96797394429059,0.170246487774233,0.865615916478235,0.928747569282393,-6.50625813784997,"Not Significant"
"hsa-mir-324-5p-A.1",0.017949475055179,10.0720959498409,0.170239013877344,0.86562175793273,0.928747569282393,-6.50625941131006,"Not Significant"
"hsa-mir-556-P.1",-0.0349202294390629,10.8800590458953,-0.170007084039427,0.865803033622562,0.928844742199584,-6.50629890155346,"Not Significant"
"mmu-mir-201-A",-0.017000128253029,6.64837817396178,-0.169481927841396,0.866213521184175,0.929187770472025,-6.50638812018917,"Not Significant"
"Blank.864",0.0205981013078134,6.5705776986172,0.169194827116816,0.866437948842442,0.929331161217829,-6.50643677910864,"Not Significant"
"hsa-mir-302d-A.1",0.0201279420422802,6.69103415637387,0.168916162074765,0.866655792959801,0.929442486638726,-6.50648392952666,"Not Significant"
"Blank.1248",0.0198944339686582,6.52516022297315,0.168734167699633,0.866798071235634,0.929442486638726,-6.50651468126832,"Not Significant"
"Blank.630",-0.0187021490909549,6.52377593356609,-0.168713744483562,0.866814037832014,0.929442486638726,-6.50651813013021,"Not Significant"
"hsa-mir-198-A.1",0.0177481465702023,9.26614397102014,0.16836897252702,0.867083584409156,0.929618828646521,-6.50657628873525,"Not Significant"
"Hcd808 right",0.0198913216065071,6.6856745850882,0.168271153165645,0.867160063596833,0.929618828646521,-6.50659276796979,"Not Significant"
"Hcd737 left.1",0.0205571236430009,7.60560606524624,0.167825852802295,0.867508233938048,0.929894725795625,-6.50666766506375,"Not Significant"
"Hcd764 right.1",-0.0172338716781759,6.71945550524795,-0.166845292606849,0.868275005619471,0.930604414967014,-6.50683189119796,"Not Significant"
"Blank.1786",-0.0158678494757556,6.55770301203558,-0.166672029023092,0.868410506437047,0.930604414967014,-6.50686080980831,"Not Significant"
"uc.307+.1",0.0211870233732663,7.0345507471493,0.166630546832101,0.868442948186014,0.930604414967014,-6.50686772895374,"Not Significant"
"uc.440+",-0.0270725091142561,7.77925479586715,-0.166112614063844,0.868848024305791,0.930941066118165,-6.50695397428389,"Not Significant"
"hsa-mir-194-1-P",-0.0233813854940044,7.60611173885661,-0.165860855992068,0.869044937611535,0.931054630795367,-6.50699579978618,"Not Significant"
"Blank.664",0.018390541368591,6.59311268410778,0.165679108290931,0.869187097329971,0.931109517382457,-6.50702595482824,"Not Significant"
"Hcd872 right.1",0.0236324919292921,7.93485604457684,0.16525791313906,0.869516565272837,0.93136502389057,-6.50709571135903,"Not Significant"
"Hcd712 right",0.0242983141607276,13.1773567071724,0.164660874563464,0.869983621908621,0.931743302453596,-6.50719428648314,"Not Significant"
"uc.228+.1",-0.0210241502475981,7.33685318593774,-0.16457384909599,0.870051704888797,0.931743302453596,-6.50720862522529,"Not Significant"
"uc.395+A",-0.0212813225132065,7.24189592137567,-0.164367868558516,0.870212854434505,0.931818428255707,-6.50724253342226,"Not Significant"
"uc.155+.1",0.0207344713269713,6.67278340276773,0.164219505172222,0.870328930471144,0.93184527896534,-6.50726693049743,"Not Significant"
"Hcd643 right",0.0153574512109866,7.22349585715129,0.164102959791134,0.870420114874573,0.931845475830176,-6.50728607994592,"Not Significant"
"Blank.856",0.0171134357984855,6.59342374519872,0.16397936398222,0.870516817438748,0.931851579612459,-6.5073063730082,"Not Significant"
"Hcd310 right.1",-0.0209532227604292,7.71062908422258,-0.163287197689946,0.871058412085215,0.932333870570983,-6.50741973682763,"Not Significant"
"Blank.478",0.0200039665269784,6.61554525572134,0.163003740303897,0.871280225138937,0.932411836236257,-6.50746602359242,"Not Significant"
"HPR263 right",0.0145515281207667,6.96608784782772,0.162961391237394,0.871313365326635,0.932411836236257,-6.50747293202578,"Not Significant"
"uc.272+.1",-0.0215660057447913,7.14022330092885,-0.162357018002347,0.871786342000065,0.932820495515221,-6.50757132849945,"Not Significant"
"uc.64+",-0.022765453482755,7.40867427765135,-0.162030744390341,0.872041700326219,0.932996239822431,-6.50762429650802,"Not Significant"
"Blank.1240",-0.0185397015863735,6.59162269770185,-0.161748536898869,0.872262581400936,0.933135064097951,-6.50767002489089,"Not Significant"
"hsa-mir-563-A",-0.0152025429321183,7.03507679886512,-0.161452503300657,0.872494295116779,0.933285446776958,-6.5077179080692,"Not Significant"
"mmu-miR-540-A.1",-0.0232457558696417,8.09707903166078,-0.161319971233577,0.872598035316623,0.933298922252164,-6.5077393166261,"Not Significant"
"Blank.1688",0.0191210981337386,6.53836011927211,0.160722054054907,0.873066086430081,0.933702007837496,-6.50783568282425,"Not Significant"
"Hcd543 right",-0.0154038193149137,6.85995974853312,-0.160303135552401,0.873394044332313,0.933955201959366,-6.50790298691888,"Not Significant"
"Hcd265 right.1",0.023030070407188,8.03514929142584,0.160111314827443,0.873544222166621,0.93401825571538,-6.50793374657433,"Not Significant"
"mmu-mir-196a-2-A",-0.0280680810288381,8.75894282182687,-0.1598335392406,0.8737617030443,0.934153251114391,-6.50797822442819,"Not Significant"
"Blank.148",-0.0205703854835448,6.59824983971638,-0.159166654089624,0.874283872607968,0.934613932091616,-6.50808469220137,"Not Significant"
"Hcd181 left.1",-0.0249415897529328,12.9537025018684,-0.15877704898412,0.874588958770907,0.934670637541657,-6.50814668664718,"Not Significant"
"uc.425+A.1",-0.0176047051101511,7.86601775228997,-0.158665806345587,0.874676072543704,0.934670637541657,-6.50816435986272,"Not Significant"
"uc.42+A.1",-0.0258580715850218,8.6425198071637,-0.158637809999925,0.874697996644785,0.934670637541657,-6.50816880571812,"Not Significant"
"hsa-mir-199b-P.1",0.0240471657080423,8.88287339121649,0.158632667988448,0.874702023394697,0.934670637541657,-6.50816962219093,"Not Significant"
"mmu-miR-546-P",-0.028013625751159,8.20950304581618,-0.157964079756169,0.875225628709394,0.934927409665863,-6.50827555861207,"Not Significant"
"Hcd797 left.1",-0.0174575692921364,7.0757397887554,-0.157842871129652,0.875320559388016,0.934927409665863,-6.50829471601459,"Not Significant"
"mmu-miR-362-A.1",-0.0154760310312447,7.10553723978641,-0.157634540858224,0.875483728137213,0.934927409665863,-6.50832760894722,"Not Significant"
"HPR143 left.1",-0.0183021186628771,7.25618381201161,-0.157501151441679,0.875588204475277,0.934927409665863,-6.50834864680281,"Not Significant"
"Hcd373 left.1",-0.0238161946006707,7.36878533019317,-0.157406242155682,0.875662542884134,0.934927409665863,-6.50836360483411,"Not Significant"
"blank.143",-0.0166428338869755,6.7058047198847,-0.157224819326151,0.875804646833746,0.934927409665863,-6.50839217263789,"Not Significant"
"hsa-mir-374-P",-0.0284679401920283,8.14792342232064,-0.15711414622002,0.875891336336527,0.934927409665863,-6.50840958365393,"Not Significant"
"Hcd625 right",0.0263875015463082,8.24483519220916,0.157004529128341,0.875977200189885,0.934927409665863,-6.50842681646739,"Not Significant"
"Hcd102 right",0.0189385431025313,6.90485867334384,0.156996169214815,0.87598374863209,0.934927409665863,-6.50842813022954,"Not Significant"
"mmu-miR-181a*-3p-A.1",0.0235959760879911,7.94912792757228,0.156900777155061,0.876058471246171,0.934927409665863,-6.50844311616407,"Not Significant"
"hsa-mir-519b-3p/526c-A",-0.0227492160252254,7.10539434139492,-0.156890899831328,0.876066208427715,0.934927409665863,-6.50844466735548,"Not Significant"
"uc.24+",0.0162204341590577,7.29370716788513,0.156835574140239,0.876109546802216,0.934927409665863,-6.50845335421514,"Not Significant"
"Hcd8 right.1",-0.0181001003905497,7.66687796641757,-0.156597133830012,0.876296329084022,0.934927409665863,-6.5084907574581,"Not Significant"
"Hcd167 left.1",-0.0179739374712407,7.49441531415875,-0.156534152495035,0.876345666721165,0.934927409665863,-6.50850062761545,"Not Significant"
"blank.178",-0.0170778499018498,6.65402826747124,-0.15653239682913,0.876347042062864,0.934927409665863,-6.50850090269887,"Not Significant"
"uc.50+A.1",0.023496662905572,8.44952808944253,0.156460780055316,0.876403145056897,0.934927409665863,-6.50851212121971,"Not Significant"
"hsa-mir-618-P.1",-0.0149797886143554,6.85438244920575,-0.156309677860574,0.876521517277691,0.934956285096204,-6.50853577403465,"Not Significant"
"uc.323+A",0.0233975058702383,7.96640976504979,0.155431225111591,0.877209746506757,0.935592938676095,-6.50867283070856,"Not Significant"
"uc.175+A",-0.0221521758112733,7.20952458617755,-0.154818700776265,0.877689689382485,0.93600733381344,-6.50876794054208,"Not Significant"
"uc.338+",0.0247253696498788,10.7553159590008,0.154611462975348,0.877852080917296,0.936083027032501,-6.50880003450316,"Not Significant"
"Hcd748 left",0.0212317768123427,6.99872562374745,0.153914682688305,0.87839811691492,0.93656775481141,-6.508907626748,"Not Significant"
"mmu-mir-204-A.1",0.019903245223726,6.7099423323075,0.153524621028826,0.878703817210026,0.936645181062358,-6.50896764557736,"Not Significant"
"Blank.1656",0.0161614528033249,6.56712336503256,0.153392566833623,0.878807315365074,0.936645181062358,-6.50898793030168,"Not Significant"
"uc.296+A.1",0.0190807239756925,7.43788395386052,0.15335719036305,0.87883504222015,0.936645181062358,-6.50899336148787,"Not Significant"
"mmu-mir-135b-A",0.0258844027515703,8.57802346412375,0.153355188400686,0.878836611293665,0.936645181062358,-6.5089936688025,"Not Significant"
"Blank.224",0.0176930303852183,6.58257730878845,0.153206084103723,0.878953475815753,0.936672243974743,-6.50901654604679,"Not Significant"
"Blank.1454",-0.013529651056297,6.62796261359915,-0.152512863741498,0.879496841822055,0.937103515871519,-6.50912261572645,"Not Significant"
"Hcd386 left.1",0.0195399461217027,7.76555958756326,0.152456275001913,0.879541200296989,0.937103515871519,-6.50913125315936,"Not Significant"
"Randomer 131",-0.0132052489061909,6.79790150536976,-0.151847732952826,0.880018245651674,0.937249662127036,-6.50922393573259,"Not Significant"
"mmu-miR-695-P.1",0.0260240901737525,8.31930547640938,0.151751222117617,0.880093906107917,0.937249662127036,-6.50923860057065,"Not Significant"
"Blank.114",-0.0180412298646679,6.63482187947023,-0.151699150552481,0.880134728506745,0.937249662127036,-6.5092465089859,"Not Significant"
"Hcd40_HPR145 right",-0.0143141299457765,6.91814416200699,-0.151531271984439,0.880266342041803,0.937249662127036,-6.50927198723208,"Not Significant"
"mmu-miR-695-P",-0.0244347321336509,8.4427900645528,-0.151463519632829,0.880319459538934,0.937249662127036,-6.5092822617489,"Not Significant"
"Hcd181 left",0.0215983667092488,13.0816607008663,0.151461717373009,0.880320872509029,0.937249662127036,-6.50928253499555,"Not Significant"
"Hcd192 left",0.0147028050241751,8.27292532788955,0.151404057768733,0.880366077795606,0.937249662127036,-6.50929127524705,"Not Significant"
"Hcd891 left.1",-0.0245545805227589,9.85690525928561,-0.151347275423546,0.880410595703121,0.937249662127036,-6.50929987927161,"Not Significant"
"Blank.985",0.0170753372516739,6.57568246496261,0.150432531858003,0.881127817326259,0.937915680812983,-6.50943804276494,"Not Significant"
"blank.208",-0.0134411764395255,6.80831946648049,-0.150127987974464,0.881366623023,0.938072364593652,-6.5094838556326,"Not Significant"
"Hcd703 left.1",-0.0195210222290259,6.96388460693934,-0.149451711166792,0.881896960075299,0.938539271582941,-6.50958525705689,"Not Significant"
"hsa-mir-609-P.1",-0.0165340247115981,8.79682532801067,-0.148943779047455,0.882295317093931,0.938637073983049,-6.50966111602675,"Not Significant"
"Blank.1635",0.0162091278678158,6.66775827695344,0.1488946145548,0.882333877074436,0.938637073983049,-6.50966844498267,"Not Significant"
"mmu-mir-324-3p-A.1",0.017344348303542,7.72100912725957,0.148869986887255,0.882353192797332,0.938637073983049,-6.50967211532295,"Not Significant"
"Hcd359 left.1",0.0141211216706898,7.07896693811583,0.148771427667859,0.882430494491366,0.938637073983049,-6.50968679784916,"Not Significant"
"uc.106+",-0.0332602997783464,8.38391912575322,-0.148656815669803,0.882520388114122,0.938637073983049,-6.50970385956824,"Not Significant"
"uc.320+",-0.0169354909479491,6.98727646888372,-0.148633286923629,0.882538842608281,0.938637073983049,-6.50970736055078,"Not Significant"
"Hcd450 right",-0.0312462042520902,9.43429946379224,-0.148503650378164,0.882640522685008,0.93864772585881,-6.50972664001836,"Not Significant"
"Blank.1457",0.0177256586991312,6.63338502344777,0.148297293085155,0.88280238260356,0.938722367379072,-6.50975729468223,"Not Significant"
"uc.234+A",-0.0182625038280992,8.1750501739511,-0.148138767374022,0.882926728433192,0.938757107170168,-6.50978081497703,"Not Significant"
"hsa-mir-455-A",-0.0174929750033543,7.52028048976033,-0.147811336964224,0.883183570708098,0.938841381939169,-6.50982931592975,"Not Significant"
"Hcd703 left",0.0175982592604242,7.10200900781268,0.147803958549547,0.883189358615236,0.938841381939169,-6.50983040762956,"Not Significant"
"Randomer 49.1",0.0171887717405976,7.22282484173659,0.147569969798452,0.883372911575744,0.938939029949721,-6.50986500003628,"Not Significant"
"Hcd608 right",-0.0166677519470948,10.1914770293906,-0.147374583659487,0.883526187604121,0.939004479612476,-6.50989384356733,"Not Significant"
"hsa-mir-192-A.3",-0.0152342828191223,9.36099776960014,-0.146964745267848,0.883847711256174,0.939134803976633,-6.50995422120939,"Not Significant"
"hsa-mir-515-2-5p-A.1",0.0178265254099355,6.72705531199714,0.146695268395771,0.88405913023219,0.939134803976633,-6.50999382917699,"Not Significant"
"uc.45+.1",0.0150262963181689,7.03892631038663,0.146644491234372,0.884098968580576,0.939134803976633,-6.51000128432176,"Not Significant"
"Blank.808",-0.0172297617921116,6.5780393265218,-0.146640046992527,0.884102455423545,0.939134803976633,-6.51000193670631,"Not Significant"
"hsa-mir-588-A.1",-0.0159429897478329,6.56596708272167,-0.146633777832896,0.884107374056127,0.939134803976633,-6.51000285694283,"Not Significant"
"Blank.631",0.0150456394060505,6.59043305545833,0.146103784186974,0.884523211086104,0.939479066644716,-6.51008051146573,"Not Significant"
"uc.386+A.1",-0.0197098101590836,8.30518733092235,-0.145816164198203,0.884748893702227,0.939621310050903,-6.51012253588436,"Not Significant"
"Hcd575 Hcd766 right",0.014802806686121,6.86983725011014,0.145672825231175,0.884861369031722,0.939643307983494,-6.51014344838415,"Not Significant"
"uc.12+",-0.0162719756377161,6.75137462399325,-0.145516635392426,0.884983930927691,0.939658093414163,-6.51016621237507,"Not Significant"
"uc.27+A",-0.0179911416452416,6.8087110768923,-0.14542120112872,0.885058819431602,0.939658093414163,-6.51018010949755,"Not Significant"
"hsa-mir-648-A.1",0.0142601796288968,7.00244849912861,0.145293310235172,0.885159178740346,0.939666769884347,-6.5101987186683,"Not Significant"
"hsa-mir-204-A.1",0.0162953392741789,7.71405589890369,0.145176912894421,0.885250520417412,0.939666769884347,-6.51021564121541,"Not Significant"
"Hcd689 right",0.0146114860783308,6.99609506297212,0.144834667555818,0.885519103246999,0.939793315087285,-6.51026532041884,"Not Significant"
"Blank.1586",0.0153731511473989,6.54536119632341,0.144717546761463,0.885611018904156,0.939793315087285,-6.51028229438487,"Not Significant"
"hsa-mir-508-P",-0.0170853638715398,6.73711868159258,-0.144674161941212,0.885645067440654,0.939793315087285,-6.51028857853506,"Not Significant"
"Hcd653 right.1",0.0154270165014534,7.35655892354107,0.144460114775212,0.885813055494032,0.939854257021243,-6.51031955501864,"Not Significant"
"uc.417+",0.0161110907772057,7.12459550806389,0.144367091663676,0.885886063356351,0.939854257021243,-6.51033300285679,"Not Significant"
"uc.93+",0.0160877143616434,6.63481251164332,0.143784644091808,0.886343211797238,0.94017907113584,-6.51041700736539,"Not Significant"
"Hcd457 right.1",-0.020387639366179,9.27226918102445,-0.143743055978673,0.886375854760293,0.94017907113584,-6.51042299250591,"Not Significant"
"Hcd699 left.1",-0.017866255989639,7.6334905655944,-0.14352443795388,0.886547453710474,0.940226358216374,-6.51045442640701,"Not Significant"
"Hcd650 right.1",-0.0206891482647062,9.38717028274215,-0.143167562301616,0.886827586482374,0.940226358216374,-6.51050563692598,"Not Significant"
"Blank.1280",0.0176560465439612,6.51300336706174,0.143122785536718,0.886862735443444,0.940226358216374,-6.51051205325604,"Not Significant"
"Hcd951 right.1",-0.0213791797124046,8.33675938990987,-0.143108393310388,0.886874033133109,0.940226358216374,-6.51051411517828,"Not Significant"
"Hcd955 left.1",0.0147255027504301,7.37502343123203,0.143101389966783,0.88687953066523,0.940226358216374,-6.51051511844708,"Not Significant"
